Item,PRO1Gender,PRO2City,PRO3Age,PRO4Marital,PRO5Retirement,PRO6Religion,PRO7Education,PRO8AnnualIncome,PRO9Career,PRO10CommunityCare,PRO11Long-termCare,PRO12LivingWithChildren,PRO131RetirementIncome,PRO132RetirementIncome,PRO133RetirementIncome,PRO134RetirementIncome,SA11,SA12,SA13,SA14,SA15,SA16,SA21,SA22,SA23,SA24,SA25,SA31,SA32,SA33,SA34,SA35,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,SAT10,SAT11,SAT12,PP1,PP2,PP3,PP4,PP5,PP6,PP7,PP8,PP9,PP10,PP11,CB1,CB2,CB3,CB4,CB5,CB6,CB7,FI1,FI2,FI3,FI4,FI5,FI6,FI7,FI8
428,2,2,1,1,1,2,3, ,3,0,0,1,1,2,3,4,1,4,4,5,2,4,5,5,5,5,4,4,4,2,4,4,2,4,4,4,4,4,2,4,4,4,4,4,2,5,4,2,4,4,4,4,1,1,1,1,1,2,5,1,1,2,1,4,4,5,4,2,2,0, ,0,0,0, ,1,0, 
429,1,4,2,1,1, ,3,5,3,0,0,1,1,2,3,4,5,4,5,4,4,4,4,5,4,5,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,0,9,0,0,0,9,7,5,0
430,1,13,1,1,0,2,3,3,7,0,0,1,1,2,3,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,2,4,4,5,5,4,5,5,4,5,5,4,5,5,5,4,5,2,4,4,1,1,1,1,1,4,1,1,1,1,1,5,5,5,5,5,4,4, ,0,0,0,3,3,3,2
431,2,15,1,1,1,2,3, ,6,1,0,1,2,4,99,99,3,5,5,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,5,5,2,4,5,5,5,1,1,1,1,2,2,2,1,1,1,1,4,4,5,5,4,5,4,1,1,1,1,3,0,3, 
432,2,2,1,3,1,6,4,5,12,0,0,1,2,3,4,99,5,5,5,4,5,5,5,5,5,5,5,5,4,1,5,1,4,5,5,5,4,4,1,4,5,4,4,5,2,5,5,1,4,4,2,4,1,1,1,1,1,1,2,1,1,1,1,5,5,5,1,1,4,1,9,0,0,0, , , , 
433,2,4,1,3,1,6,2,4,10,0,0,1,1,4,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,5,4,1,2,4,4,2,2,1,1,1,2,2,4,1,1,1,1,4,5,4,5,4,4,0,0,0,0,0,2, , ,2
434,2,8,3,1,1,6,1, ,10,0,0,1,1,99,99,99,5,4,4,4,4,3,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,3,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,4,2,0,0,0,0,0,0,0,0
435,1,16,1,1,1,2,4,5,1,0,0,0,3,4,99,99,1,5,4,5,5,4,5,5,5,5,4,5,5,4,5,4,4,4,5,5,4,4,5,5,4,5,4,5,5,5,4,5,4,4,4,4,1,1,1,1,1,4,1,1,1,1,1,4,5,5,2,2,4,0,6,0,0,0,9,0,5,2
436,1,5,4,1,1,6,1,1,11,0,0,1,1,99,99,99,4,2,4,2,4,4,4,4,2,4,2,5,5,2,4,2,2,4,4,4,4,4,4,4,2,2,2,2,2,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
437,1,11,2,1,0,2,3,1,6,0,0,1,2,99,99,99,4,4,4,4,4,4,5,4,5,4,4,5,5,5,5,5,5,4,4,5,4,5,4,5,2,4,4,4,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,2,2,0,0,0,0,0,0,0,0,0
438,1,11,3,1,1,6,4,1,12,0,0,1,2,3,4,99,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,4,2,4,4,2,5,5,5,2,1,1,1,5,5,2,1,1,1,1,2,4,2,1,1,2,1,5,4,5,4,4,4,4,0,0,0,0,7,0,3,8
439,2,5,1,1,1,2,3, ,10,0,0,1,4,99,99,99,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,1,1,1,1,1,2,5,1,1,1,1,4,4,5,5,5,4,0,2,0,0,0,3,0,4, 
440,2,5,1,1,1,2,1, ,10,0,0,1,1,99,99,99,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,1,4,4,4,4,4,4,4,4,4,4,5,4,2,2,4,4,4,1,1,1,1,1,2,5,1,1,1,1,4,5,4,5,4,2,4,0,0,0,0,0,0,0,0
441,2,6,1,4,1,6,4, ,12,0,0,1,2,3,99,99,5,4,5,4,4,4,5,5,4,5,4,4,4,4,4,4,5,4,4,4,4,1,5,5,4,4,5,5,2,5,5,2,4,4,4,4,1,1,1,1,2,2,1,1,1,1,1,4,2,4,4,4,2,0, ,0,0,0,3, , , 
442,2,6,1,1,1,6,4,3,1,0,0,1,95,99,99,99,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,5,5,4,1,5,2,2,4,1,2,4,2,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,2,5,1,5,0,0,2,4,3,2,0,5,0
443,2,5,1,1,1,2,3, ,4,0,0,0,2,3,99,99,4,4,4,5,5,4,4,4,4,4,1,5,4,4,4,2, , , ,4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,4,5,1,1,1,1,1,2,1,1,1,1,1,4,5,4,5,3, ,2,1,0,0,0,1,0,4, 
444,1,3,1,1,0,6,5,5,12,0,0,0,3,99,99,99,5,4,4,4,2,4,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,2,1,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,5,5,5,4,4,2,9,0,0,0,0,0,0,0
445,1,3,1,1,1,2,1,1,6,0,0,1,2,3,4,99,5,4,4,5,2,2,4,4,4,4,2,4,4,4,2,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,2,1,1,1,1,1,2,1,1,1,1,1,5,4,4,4,2,2,2,1,0,0,0,1,1,0,0
446,2,19,1,1,1,2,3,2,2,0,0,1,3,4,99,99,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,2,4,5,2,1,1,1,1,1,4,1,1,1,1,1,5,5,5,2,4,4,0,0,0,0,0,2,4,3, 
447,1,4,2,1,1,2,3, ,11,0,0,1,1,2,99,99,5,4,5,5,2,5,5,5,2,5,5,5,5,5,5,5, ,5,4,5,5, ,5,5,4,5,5,5,5,2,2,2,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,2,2,3,0,0,0,0, ,0, , 
448,2,16,1,1,1,6,3,5,5,0,0,1,1,2,99,99,4,4,4,2,2,2,4,4,2,2,5,4,4,5,4,2,4,4,4,4,4,4,2,4,4,4,2,4,2,4,4,4,2,2,4,4,1,1,1,1,1,5,1,1,1,1,1,4,4,5,2,2,2,4,1,0,0,0,1,1,2,1
449,2,3,1,3,1,6,1, ,9,0,0,0,95,99,99,99,5,4,4,5,4,4,5,5,5,5,4,4,5,5,4,3,4,4,4, ,4,5,4,4,4,4,4,4,4,4,4,2,4,2,2,2,5,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,4,0,2,0,0,0,3,0,3, 
450,2,10,1,1,1,2,3,5,4,0,0,1,2,99,99,99,5,5,5,5,5,4,5,5,4,5,1,5,4,4,5,4, , ,4,4,4,4,4,5,4,4,5,5,2,5,4,2,2,4,5,4,1,1,1,1,1,2,1,1,1,1,1,5,5,4,1,4,4,2,2,0,0,0,2,0,5,5
451,1,6,2,1,1,6,3, ,5,0,0,0,1,3,4,99,1,5,5,2,2,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,5,2,4,3,4,2,4,4,3,4,2,2,4,1,1,1,1,1,4,1,1,2,1,1,5,4,5,5,4,1,4,1,0,0,0,1,0,4,2
452,1,9,2,1,1, ,1,2,9,0,0,1,95,99,99,99,1,4,4,4,4,4,4,4,4,1,2,4,4,2,4,4,1,4,2,4,4,1,2,2,4,4,1,4,2,4,4,4,5,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,2,0,0,0,0,0,0,0,0,0
453,2,4,1,1,1,6,2,5,10,0,0,1,2,3,4,99,4,4,5,2,4,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,4,4,5,4,4,4,4,5,2,4,4,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,4,2,4,0,0,2,3,3,2, , , 
454,2,4,2,3,1,6,2, ,5,1,0,1,1,2,99,99,5,5,5,5,5,5,5,4,4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,1,5,4,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,5,2, ,0,0,0,0,0, , ,0,0
455,2,10,1,1,1,6,1,2,10,0,0,1,2,99,99,99,4,5,5,5,5,4,5,4,4,5,5,5,5,2,5,2,5,2,5,5,4,5,5,4,4,5,5,4,4,5,2,1,4,4,5,4,1,1,1,1,1,2,2,1,1,1,1,5,5,4,5,2,4,0,0,0,0,0,0,0,0,0
456,2,2,1,1,0,6,4,5,2,0,0,1,2,3,99,99,5,4,4,5,5,4,5,5,5,5,5,5,2,5,5,1,4,4,5,4,4,4,1,4,2,4,4,2,2,2,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,5,5,5,4,2,4,0,1,0,0,0,9,1,5,9
457,1,2,1,1,1, ,4,5,1,0,0,1,95,99,99,99,2,4,2,5,4,4,5,5,5,5,5,5,5,2,4,1,4,4,2,1,4,4,1,1,4,4,4,4,4,4,4,4,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,5,5,4,4,1,5,0,9,0,0,0,5,0,5,9
458,1,2,2,1,1, ,4,4,3,0,0,0,1,2,4,99,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,0,1,0,0,0,3,3,0,0
459,2,3,1,1,1, ,4,4,4,0,0,1,2,3,99,99,4,4,4,4,1,4,5,5,4,5,4,5,5,4,4,4,1,1,4,4,4,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,2,0
460,2,8,1,1,1,6,4,5,10,0,0,0,3,4,99,99,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,4,5,4,5,5,5,5,5,5,4,4,4,4,1,1,5,5,1,1,1,1,1,2,1,1,1,1,1,1,4,5,4,4,5,4,2,5,2,4,3,9,2,7,3
461,1,14,2,1,1,4,4, ,1,0,0,1,2,3,99,99,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,4,5,5,5,2,5,5,5,5,5,2,5,5,2,5,5,5,2,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,4,4,0,5,0,0,0,3,0,0,0
462,2,10,1,1,1,2,4,4,12,0,0,0,2,3,4,99,1,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,4,5,4,5,5,4,4,5,4,4,4,4,5,5,5,4,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,5,5,5,4,4,0, ,0,0,0,3,0,5,0
463,2,9,1,1,1,6,2,2,9,1,0,1,1,2,3,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,5,4,4,4,4,4,2,1,1,1,1,2,2,1,1,1,1,1,4,5,5,5,1,5,0,1,0,0,0,0,1,2,5
464,2,2,2,3,1,2,1,1,5,0,0,0,1,3,99,99,4,5,5,2,4,4,4,4,4,5,2,5,5,5,4,5,4,4,4,4, ,5, , ,5,4,5,4,3,3,4,2,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,2,4,4,0,2,4,2,3,0,7, 
465,1,10,1,1,1, ,4,3,4,0,0,1,2,3,99,99,3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,2,4,5,5,4,4, , ,4,4,4,4,5,4,4,4,4,2,4,4,4,1,1,1,1,1,4,2,1,1,1,1,4,4,5,4,4,4,0,1,0,0,0,0,0,0,0
466,1,3,1,1,1,2,2,5,11,0,0,1,2,99,99,99,5,5,5,2,4,4,5,5,5,5,2,5,5,4,5,2,5,4,4,4,4,4,4,4,4,5,5,5,5,5,4,2,4,4,5,5,1,4,1,1,1,5,2,1,1,1,1,5,5,5,4,4,2,0,3,0,0,0,3,0,0,0
467,1,19,1,1,0,6,2,1,7,0,0,1,2,99,99,99,5,4,4,2,4,4,4,4,4,4,4,5,4,2,4,4,5,2,4,4,5,4,2,4,4,4,5,4,4,4,4,2,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,2,1,0,0,0,0, ,0, , 
468,2,11,1,3,1,6,3,5,4,0,0,1,2,3,4,99,1,4,4,2,2,4,4,4,4,4,2,5,4,2,2,2,4,5,4,4,4,4, ,4,3,4,4,2,4,4,4,4,4,2,3,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,4,0,9,3,4,1,1,4,9,9
469,2,2,2,1,1,5,4,2,5,0,0,0,2,99,99,99,4,4,5,4,5,4,5,4,4,4,4,5,5,2,4,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,0,2,0,0,0,0,0,0,0
470,1,2,2,1,1,6,2,1,7,0,0,1,4,99,99,99,4,5,5,2,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,1,1,1,2,1,1,2,1,1,5,5,5,5,2,4,1,3,0,0,0, ,0,5, 
471,1,7,3,1,1,6,5, ,12,1,0,0,2,3,99,99,5,4,5,4,5,4,5,5,5,5,3,5,5,5,5,4, , , , , , , , ,4,4,4,4,4,4,2,2,2,4,2,4,1,1,1,1,1,5,1,1,1,1,1,2,4,4,4,4, ,0, , , , , , , , 
472,2,6,2,1,1,6,1,2,9,0,0,0,2,4,99,99,5,4,5,1,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,5,2,4,0,0,0,0,0,0,0,5,1
473,1,4,1,1,1,2,4,2,5,0,0,1,2,3,4,99,4,5,5,1,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,2,2,2,4,4,0,0,0,5,0,0,0
474,2,10,2,3,1,4,1,4,10,0,0,1,2,4,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,4,1,1,1,1,1,1,2,1,1,1,1,4,4,5,5,2, ,0,1,0,0,0,0,0,0,0
475,1,18,1,1,1, ,4,1,12,0,0,0,1,2,3,99,5,5,5,5,5,4,5,5,5,5,4,4,4,2,4,1,4,4,4,5,4,5,5,4,4,5,4,2,5,5,1,2,2,4,1,4,1,4,2,2,2,2,2,1,2,2,1,5,4,4,4,1,4,0,9,0,0,0,0,0,0,0
476,1,12,1,1,1,6,4,5,1,0,0,0,2,4,99,99,5,4,5,1,1,4,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,2,5,5,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,0,9,0,0,0,9,0,4,6
477,1,5,3,1,1,2,1, ,1,0,0,1,95,99,99,99,1,5,1,5,5,2,5,5,5,5,2,5,5,1,5,5,5,4,4,4,4,4,4,4,5,4,4,5,1,2,5,2,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,4,5,4,1,4,1,0,0,0,0,0,0,0,0,0
478,1,1,1,4,0,2,3,3,9,0,0,1,1,2,3,99,5,5,4,4,2,4,4,1,4,4,4,4,2,4,5,4,1,1,1,1,4,4,4,4,2,2,2,1,2,2,2,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,5,5,0,0,0,0,0,2,0,0,0
479,1,14,1,1,0,2,4,5,6,0,0,0,2,4,99,99,1,4,2,4,2,4,4,4,4,4,2,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,2,1,1,1,1,1,4,2,1,1,1,1,4,4,4,4,2,4,0, ,0,0,0,3,0,0,0
480,1,1,1,1,1,2,1, ,9,0,0,1,1,2,3,99,4,2,2,5,5,4,5,5,5,5,5,4,4,2,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,4,2,2,2,0,2,0,0,0,1,1,0,0
481,2,14,1,1,1, ,3,3,4,0,0,0,3,99,99,99,4,4,5,5,2,5,4,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,1,5,4,2,4,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,0,1,0,0,0,0,0,0,0
482,2,4,1,1,1,6,4,3,1,0,0,1,2,3,4,99,4,4,4,2,5,2,5,5,5,5,4,2,4,1,2,1,4,4,5,4,5,5,4,5,4,5,4,5,5,5,5,5,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1, , , , ,3, ,0,0
483,1,2,1,1,0,6,3,3,1,0,0,1,1,99,99,99,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,5,1,1,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,1,0,3,0,0,0,0,0,0,0
484,1,10,1,1,0,6,2,3,9,0,0,0,2,99,99,99,3,5,2,2,1,2,4,5,4,4,4,4,3,5,5,2, ,2,4,1,5,4,1, ,2,4,4,5,1,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,5,4,5,1,4,5,0,0,0,0,0,0,0,0,0
485,2,1,2,2,1,6,2, ,10,0,0,1,1,99,99,99,4,5,2,5,5,5,5,5,4,5,4,5,5,2,2,2,2,2,5,2,5,5,5,5,5,5,5,5,1,5,5,2,2,5,5,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,2,5,0,1,0,0,0,1,0,0,1
486,2,6,1,1,1,6,3,1,10,0,0,1,3,4,99,99,5,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,5,4,2,2,4,4,4,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,2, ,2,1,0,0,0,2,1,0,0
487,1,4,1,1,1,2,3, ,8,0,0,0,2,99,99,99,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,4,4,5,5,5,5,5,5,4,2,4,2,4,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,2,4,4,0,0,0,0, , ,3, 
488,1,1,1,1,1,6,4,1,1,0,0,0,2,4,99,99,1,2,4,5,2,5,5,5,5,5,5,4,4,2,5,1,5,5,5,5,5,1,1,5,4,4,5,2,1,5,1,4,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,2,4,0,3,1,4,1,2,0, ,2
489,2,4,1,3,0,6,1,2,7,0,0,1,4,99,99,99,5,4,4,2,5,5,5,5,2,5,2,5,5,4,5,4,4,4,5,5,5,4,4,4,4,4,4,2,4,4,4,1,4,4,4,5,1,1,1,1,1,1,4,1,1,1,1,4,4,5,5,4,2,0,2,0,0,0, ,0,0,0
490,2,3,1,4,1,2,1,4,10,0,0,1,2,3,99,99,4,4,4,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5, , , ,5,2,4,4,4,4,4,4,4,4,2,4,4,3,2,1,1,1,1,1,1,1,1,1,1,2,4,4,4,5,2, ,1,0,0,0,0,0,0, ,0
491,1,4,1,1,1,6,4,3,3,0,0,1,2,3,4,99,4,4,5,1,5,1,5,5,5,5,5,5,5,4,5,2,1,1,1,4,4,4,1,4,2,4,4,4,2,5,4,2,1,2,2,2,1,1,1,1,1,4,1,1,1,1,1,4,2,5,5,2,4,1,9,1,4,4,2,0,0,0
492,1,12,2,1,0,6,1, ,7,0,0,0,3,99,99,99,4,4,5,4,5,4,5,5,5,5,5,5,4,4,4,4,4,2,2,5,4,4,2,4,2,4,4,4,4,4,4,2,2,4,4,2,1,1,1,1,1,4,2,1,1,1,1,4,4,4,4,2,4,0,2,0,0,0,2, ,0,0
493,1,4,1,2,1,6,4,2,5,0,0,0,2,4,99,99,4,4,5,4,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,4,1,1,1,1,1,2,4,1,1,1,1,4,4,4,4,4,2,0, ,0,0,0,3,0, , 
494,1,1,3,1,1,2,2, ,8,0,0,1,2,3,4,99,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,5,1,1,1,1,1,2,1,1,2,1,1,4,4,4,4,2, ,0,0,0,0,0,1,1,1,1
495,2,8,2,3,1,2,1,3,10,0,0,1,1,99,99,99,5,4,5,2,5,4,4,5,4,2,4,4,4,2,4,4,5,5,5,5,4,5,5,4,4,4,5,4,2,5,4,4,5,4,4,4,1,1,1,1,1,2,2,1,1,1,1,4,4,4,4,2,2,1,0,0,0,0,0,0,0,0
496,1,12,1,1,1,6,4,2,4,0,0,1,2,3,4,99,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,2,5,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,5,3,1,0,0,0,1,1,1,1
497,2,1,2,1,1,2,1,1,10,1,0,0,1,2,99,99,5,5,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,1,1,1,2,1,1,1,1,2,1,1,5,5,5,5,5,1,0,0,0,0,0,2,0, ,0
498,2,10,1,1,1,6,1,5,8,0,0,1,95,99,99,99,4,2,1,1,1,2,4,5,1,2,1,2,4,1,4,1,4,4,4,4,5,5,1,4,4,4,4,4,1,5,4,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,2,0,4,0,0,0,0,0,0,6
499,1,2,2,1,1,2,5, ,1,0,0,1,2,4,99,99,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,2, ,4,6,0,0,0,4,0,4, 
500,2,4,1,1,1,6,1,1,10,0,0,1,1,2,99,99,5,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,2,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2, ,0,0,0,0,0,2,0, ,0
501,2,3,3,1,1,6,1, ,6,0,0,0,1,2,3,99,5,4,2,2,3,4,4,4,4,4,1,5,5,1,4,1,4,4, , ,4,4,4,4,4,5,4,4,5,5,4,4,5,5,5,5,1,1,1,1,1,2,4,1,1,2,1,5,5,5,5,2,2,1,1,0,0,0, ,0, , 
502,1,19,2,1,1,6,3,5,1,1,0,1,2,4,99,99,5,5,4,2,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,5,2,4,4, ,0,0,0,2,0,0,0
503,2,4,4,3,1,2,1,1,6,0,0,1,2,99,99,99,5,2,5,1,4,2,4,4,2,4,1,4,4,2,5,5,4,4,4,4,5,4,4,4,2,2,5,2,2,5,5,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,4,2,1,0,0,0,0,0,0,0
504,2,2,1,4,1,2,3,1,1,0,0,1,95,99,99,99,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,5,4,5,4,5,5,5,4,5,5,2,4,2,5,2,1,1,1,1,1,5,1,1,1,4,1,4,5,5,5,2,5,0,0,2, ,4, ,0,1,0
505,1,5,4,1,0,2,1,1,6,1,0,0,2,99,99,99,5,2,4,2,1,2,4,4,4,4,2,4,5,2,4,1,4,4,4,4,5,5, ,4,4,4,4,4,4,3,4,2,4,4,4,4,1,1,1,1,2,4,1,1,1,1,1,4,4,4,4,2,4,0,0,0,0,0,0,0, ,0
506,2,1,1,2,1,2,2, ,1,0,0,1,95,99,99,99,4,5,5,2,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,2,2,5,4,1,2,4,5,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,4,2,0,1,0,0,0,5, ,5, 
507,1,2,2,1,1,2,1,2,7,0,0,1,3,4,99,99,5,4,4,5,2,4,4,4,4,4,4,4,4,1,1,1,2,4,4,4,4,4,4,4,2,5,1,1,1,5,5,1,4,2,3,2,1,1,1,1,1,2,2,1,1,1,1,5,4,5,5,1,2,0,0,4,3,1,1,0, ,0
508,1,6,1,1,0,6,3,3,7,0,0,0,2,3,99,99,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,2,1,5,5,5,1,5,5,4,4,2,2,5,5,1,4,5,5,1,1,1,1,1,1,2,1,1,1,1,1,3,4,5,5,3,4,4,1,3, ,1,1, ,0,1
509,1,15,4,1,1,2,1,5,6,1,1,1,1,2,4,99,5,5,5,5,5,4,2,5,5,2,5,5,5,5,5,5,1,1,2,2,1,1,2,2,5,5,5,5,5,5,1,1,4,5,5,5,2,2,2,2,2,2,1,1,1,1,1,5,5,5,5,4,4,4,0,0,0,0,7,1,3,3
510,1,14,2,1,1,6,1,5,5,0,0,1,4,99,99,99,5,5,4,4,2,4,4,4,5,5,5,5,4,4,5,2,4,5,5,5,5,5,5,5,4,4,4,4,1,5,5,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,4,5,2,1,4,0,0,0,0,0,2, ,7, 
511,1,1,2,1,1,6,4,3,12,0,0,1,1,2,3,99,5,5,5,1,5,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,2,4,5,4,4,4,5,4,4,2,1,3,5,5,4,1,1,1,1,5,2,1,1,4,1,1,4,4,5,5,4,5,0,3,0,0,0,3,0,0,0
512,1,8,1,1,1,2,4, ,4,0,0,1,2,99,99,99,1,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4,4,5,4,4,4,4,4,2,2,2,2,4,4,4,4,4,1,1,1,1,2,4,1,1,1,1,1,4,2,2,5,4,4,0,0,0,0,0,3,0,5, 
513,1,19,3,1,1,2,3,1,4,0,0,0,1,99,99,99,5,4,2,2,2,2,4,4,4,4,2,2,3,2,4,2,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,4,4,4,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2, ,0,2,0,0,0,0,0,0,0
